Horsens,18347.0,17933.0,17813.0,17478.0,17360.0,17100.0,16971.0,16898.0,17030.0,16831.0,16922.0
Norddjurs,9493.0,9248.0,9134.0,8871.0,8674.0,8396.0,8045.0,7835.0,7772.0,7453.0,7292.0
Odder,4049.0,3938.0,3925.0,3916.0,3891.0,3816.0,3761.0,3729.0,3672.0,3613.0,3525.0
Randers,21486.0,21031.0,20578.0,20173.0,19682.0,19087.0,18673.0,18484.0,18334.0,18061.0,17836.0
Samsø,739.0,708.0,691.0,643.0,600.0,594.0,571.0,557.0,543.0,546.0,523.0
Silkeborg,17800.0,17413.0,17155.0,16864.0,16593.0,16309.0,16070.0,15894.0,15906.0,15704.0,15476.0
Skanderborg,10348.0,10223.0,10240.0,10134.0,10041.0,9940.0,9732.0,9572.0,9479.0,9328.0,9192.0
Syddjurs,8587.0,8343.0,8216.0,8011.0,7744.0,7492.0,7329.0,7163.0,7027.0,6931.0,6752.0
Aarhus,50069.0,48924.0,47984.0,47365.0,46415.0,45838.0,45445.0,45341.0,45168.0,44838.0,44583.0
Herning,19034.0,18634.0,18309.0,18149.0,17754.0,17382.0,17042.0,16818.0,16523.0,16205.0,16035.0
Holstebro,12449.0,12090.0,11840.0,11652.0,11440.0,11113.0,10942.0,10698.0,10580.0,10509.0,10331.0
Ikast-Brande,9938.0,9670.0,9476.0,9258.0,9036.0,8821.0,8695.0,8597.0,8564.0,8416.0,8372.0
Lemvig,5030.0,4851.0,4708.0,4546.0,4438.0,4307.0,4067.0,3925.0,3774.0,3636.0,3540.0
Ringkøbing-Skjern,13161.0,12757.0,12485.0,12165.0,11943.0,11687.0,11453.0,11191.0,10999.0,10803.0,10559.0
Skive,11011.0,10729.0,10479.0,10261.0,10059.0,9719.0,9410.0,9188.0,8975.0,8784.0,8547.0
Struer,5418.0,5259.0,5113.0,5030.0,4867.0,4792.0,4673.0,4556.0,4448.0,4321.0,4146.0
Viborg,19930.0,19589.0,19274.0,18996.0,18569.0,18250.0,17907.0,17652.0,17665.0,17395.0,17244.0
Brønderslev,7833.0,7741.0,7657.0,7526.0,7351.0,7144.0,7036.0,6836.0,6794.0,6714.0,6706.0
Frederikshavn,14313.0,13924.0,13514.0,13069.0,12635.0,12283.0,11936.0,11558.0,11319.0,11068.0,10667.0
Hjørring,15256.0,14824.0,14455.0,14000.0,13744.0,13302.0,12946.0,12765.0,12447.0,12110.0,11841.0
Jammerbugt,9215.0,9009.0,8852.0,8623.0,8421.0,8108.0,7972.0,7822.0,7659.0,7507.0,7336.0
Læsø,504.0,470.0,447.0,420.0,381.0,374.0,360.0,340.0,338.0,330.0,314.0
Mariagerfjord,10051.0,9821.0,9577.0,9305.0,9029.0,8760.0,8558.0,8363.0,8262.0,8152.0,7995.0
Morsø,5583.0,5457.0,5306.0,5205.0,5003.0,4905.0,4707.0,4563.0,4482.0,4374.0,4272.0
Rebild,5983.0,5742.0,5563.0,5465.0,5395.0,5221.0,5126.0,5078.0,4981.0,4883.0,4814.0
Thisted,10970.0,10678.0,10357.0,10030.0,9747.0,9473.0,9208.0,9076.0,8903.0,8691.0,8471.0
Vesthimmerlands,9435.0,9160.0,8934.0,8776.0,8588.0,8265.0,8074.0,7911.0,7755.0,7603.0,7469.0
Aalborg,38526.0,37297.0,36469.0,35649.0,34747.0,34044.0,33319.0,33097.0,32871.0,32165.0,31608.0
,,,,,,,,,,,
